evaluation,score,best_score,recall,fpr,selected_features,best_recall,best_fpr,best_selected_features,cache_hit,algorithm,seed
47,0.7572873960845807,0.8677818808616077,0.9501445389417236,0.054642857142857146,21,0.9534961665758934,0.04973214285714286,18,0,pso,0
48,0.6886135932440763,0.8677818808616077,0.9564707361012191,0.057678571428571426,24,0.9534961665758934,0.04973214285714286,18,0,pso,0
49,0.8136026705290186,0.8677818808616077,0.9457455276718757,0.052321428571428574,18,0.9534961665758934,0.04973214285714286,18,0,pso,0
50,-0.38208859269544665,0.8677818808616077,0.9619590263521722,0.11196428571428571,22,0.9534961665758934,0.04973214285714286,18,0,pso,0
51,0.8472853312425562,0.8677818808616077,0.9508567598139847,0.05017857142857143,21,0.9534961665758934,0.04973214285714286,18,0,pso,0
52,0.749982418917544,0.8677818808616077,0.9553395617746868,0.055982142857142855,18,0.9534961665758934,0.04973214285714286,18,0,pso,0
53,0.35663285612539875,0.8677818808616077,0.9512757132682559,0.07473214285714286,21,0.9534961665758934,0.04973214285714286,18,0,pso,0
54,0.6669700837308403,0.8677818808616077,0.9508986551594117,0.05919642857142857,21,0.9534961665758934,0.04973214285714286,18,0,pso,0
55,0.7177976664292598,0.8677818808616077,0.9552976664292597,0.056875,21,0.9534961665758934,0.04973214285714286,18,0,pso,0
56,0.5488457832334829,0.8677818808616077,0.9488457832334828,0.065,21,0.9534961665758934,0.04973214285714286,18,0,pso,0
57,0.7744725924640248,0.8677818808616077,0.9524487829402153,0.053660714285714284,22,0.9534961665758934,0.04973214285714286,18,0,pso,0
58,0.7898807778170132,0.8677818808616077,0.9541664921027274,0.05178571428571429,27,0.9534961665758934,0.04973214285714286,18,0,pso,0
59,0.7889329704398413,0.8677818808616077,0.9550043990112699,0.05258928571428571,24,0.9534961665758934,0.04973214285714286,18,0,pso,0
60,-1.1211114136886062,0.8677818808616077,0.9872219196447275,0.15232142857142858,13,0.9534961665758934,0.04973214285714286,18,0,pso,0
61,0.7315474444836798,0.8677818808616077,0.9541664921027274,0.05517857142857143,25,0.9534961665758934,0.04973214285714286,18,0,pso,0
62,0.7151495564080925,0.8677818808616077,0.9532447945033307,0.055714285714285716,26,0.9534961665758934,0.04973214285714286,18,0,pso,0
63,0.8537475386484562,0.8677818808616077,0.9537475386484562,0.04982142857142857,21,0.9534961665758934,0.04973214285714286,18,0,pso,0
64,0.34407901561898374,0.8677818808616077,0.9577694918094599,0.07473214285714286,25,0.9534961665758934,0.04973214285714286,18,0,pso,0
