evaluation,score,best_score,recall,fpr,selected_features,best_recall,best_fpr,best_selected_features,cache_hit,algorithm,seed
66,0.8388888556386147,0.8657567396643185,0.9436507604005195,0.045892857142857145,22,0.9467091206166995,0.048482142857142856,17,0,ga,0
67,0.8535238973045333,0.8657567396643185,0.9487619925426285,0.046785714285714285,20,0.9467091206166995,0.048482142857142856,17,0,ga,0
68,0.8703233323158749,0.8703233323158749,0.9512757132682559,0.04732142857142857,17,0.9512757132682559,0.04732142857142857,17,0,ga,0
69,0.8625449626832173,0.8703233323158749,0.9482592483975031,0.04857142857142857,18,0.9512757132682559,0.04732142857142857,17,0,ga,0
70,0.8607853581752781,0.8703233323158749,0.9464996438895639,0.04964285714285714,18,0.9512757132682559,0.04732142857142857,17,0,ga,0
71,0.8013595039591103,0.8703233323158749,0.9513595039591102,0.0525,21,0.9512757132682559,0.04732142857142857,17,0,ga,0
72,0.742350383741414,0.8703233323158749,0.9453265742176045,0.055625,19,0.9512757132682559,0.04732142857142857,17,0,ga,0
73,0.8275934964458782,0.8703233323158749,0.9484268297792116,0.05223214285714286,16,0.9512757132682559,0.04732142857142857,17,0,ga,0
74,0.8643061881420213,0.8703233323158749,0.9470442833801165,0.05008928571428571,17,0.9512757132682559,0.04732142857142857,17,0,ga,0
75,0.83995040389108,0.8703233323158749,0.9494742134148896,0.04964285714285714,23,0.9512757132682559,0.04732142857142857,17,1,ga,0
76,0.8614975790475392,0.8703233323158749,0.947211864761825,0.04964285714285714,18,0.9512757132682559,0.04732142857142857,17,0,ga,0
77,0.8574897905033226,0.8703233323158749,0.9479659809795131,0.048214285714285716,19,0.9512757132682559,0.04732142857142857,17,0,ga,0
78,0.8532725252319705,0.8703233323158749,0.9485106204700657,0.04901785714285714,20,0.9512757132682559,0.04732142857142857,17,0,ga,0
79,0.8475557307845003,0.8703233323158749,0.9469604926892622,0.05116071428571429,16,0.9512757132682559,0.04732142857142857,17,0,ga,0
80,0.845131262107256,0.8703233323158749,0.9498931668691608,0.045892857142857145,22,0.9512757132682559,0.04732142857142857,17,0,ga,0
81,0.843455448290171,0.8703233323158749,0.9482173530520759,0.04982142857142857,22,0.9512757132682559,0.04732142857142857,17,0,ga,0
82,0.7925424539500329,0.8703233323158749,0.9467091206166995,0.053660714285714284,17,0.9512757132682559,0.04732142857142857,17,0,ga,0
83,0.7349213414889606,0.8703233323158749,0.9474213414889606,0.05633928571428572,18,0.9512757132682559,0.04732142857142857,17,0,ga,0
84,0.5740868310959224,0.8703233323158749,0.952658259667351,0.06392857142857143,21,0.9512757132682559,0.04732142857142857,17,0,ga,0
85,0.6824059998124685,0.8703233323158749,0.9478821902886589,0.05946428571428571,16,0.9512757132682559,0.04732142857142857,17,0,ga,0
86,0.820759692288663,0.8703233323158749,0.9505215970505677,0.05196428571428571,19,0.9512757132682559,0.04732142857142857,17,0,ga,0
87,0.8519650662644714,0.8703233323158749,0.9477983995978047,0.05026785714285714,19,0.9512757132682559,0.04732142857142857,17,0,ga,0
