algorithm,seed,budget_b,evaluations_used,val_best_score,val_recall,val_fpr,test_score,test_accuracy,test_precision,test_recall,test_f1,test_fpr,test_selected_features,optimization_wall_time_sec,test_runtime_sec,test_fit_time_sec,test_predict_time_sec,total_run_wall_time_sec,best_params_json
baseline_rf_default,0,0,0,,,,-3.555386565423626,0.871823835203809,0.8188452300188855,0.9851539751169152,0.8943336904606943,0.267027027027027,42,0.0,21.473463299917057,20.689254499971867,0.7842041999101639,21.473463299917057,"{""class_weight"": null, ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 100}"
tabu,0,120,120,0.862391545918296,0.9528677363944865,0.05,-1.4390443757089835,0.913666618082884,0.8781858477125217,0.9789993823347746,0.9258563858638962,0.16637837837837838,19,3919.9955594001804,41.71252020006068,40.13758140010759,1.574936600169167,3961.708079600241,"{""class_weight"": ""balanced"", ""max_depth"": 20, ""max_features"": ""log2"", ""min_samples_leaf"": 2, ""min_samples_split"": 20, ""n_estimators"": 277}"
