algorithm,val_best_score_mean,val_best_score_std,val_recall_mean,val_recall_std,val_fpr_mean,val_fpr_std,test_score_mean,test_score_std,test_accuracy_mean,test_accuracy_std,test_precision_mean,test_precision_std,test_recall_mean,test_recall_std,test_f1_mean,test_f1_std,test_fpr_mean,test_fpr_std,test_selected_features_mean,test_selected_features_std,optimization_wall_time_sec_mean,optimization_wall_time_sec_std,test_runtime_sec_mean,test_runtime_sec_std,test_fit_time_sec_mean,test_fit_time_sec_std,test_predict_time_sec_mean,test_predict_time_sec_std,total_run_wall_time_sec_mean,total_run_wall_time_sec_std
baseline_rf_default,,,,,,,-3.555386565423626,,0.871823835203809,,0.8188452300188855,,0.9851539751169152,,0.8943336904606943,,0.267027027027027,,42.0,,0.0,,41.087371800000255,,39.62621290000243,,1.4611526999979105,,41.087371800000255,
pso,0.8703233323158749,,0.9512757132682559,,0.049553571428571426,,-1.46588552286514,,0.8933585969003547,,0.8740329908722525,,0.9420938851142681,,0.9067881181391596,,0.16635135135135135,,17.0,,3770.8910746,,26.330337899998995,,25.179655300002196,,1.1506764000005205,,3797.221412499999,
