algorithm,seed,budget_b,evaluations_used,val_best_score,val_recall,val_fpr,test_score,test_accuracy,test_precision,test_recall,test_f1,test_fpr,test_selected_features,optimization_wall_time_sec,test_runtime_sec,test_fit_time_sec,test_predict_time_sec,total_run_wall_time_sec,best_params_json
baseline_rf_default,0,0,0,,,,-3.555386565423626,0.871823835203809,0.8188452300188855,0.9851539751169152,0.8943336904606943,0.267027027027027,42,0.0,55.548474599956535,53.29453930002637,2.2539275001036003,55.548474599956535,"{""class_weight"": null, ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 100}"
