"algorithm","seed","budget_b","evaluations_used","val_best_score","val_recall","val_fpr","test_score","test_accuracy","test_precision","test_recall","test_f1","test_fpr","test_selected_features","optimization_wall_time_sec","test_runtime_sec","test_fit_time_sec","test_predict_time_sec","total_run_wall_time_sec","best_params_json"
"baseline_rf_default","0","0","0","","","","-3.555386565423626","0.871823835203809","0.8188452300188855","0.9851539751169152","0.8943336904606943","0.267027027027027","42","0.0","55.548474599956535","53.29453930002637","2.2539275001036003","55.548474599956535","{""class_weight"": null, ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 100}"
"ga","0","120","120","0.8703233323158749","0.9512757132682559","0.04732142857142857","0.969381452395659","0.9079823155030851","0.8765658661134604","0.9693814523956586","0.9206402413475236","0.16724324324324324","17","5417.3962883000495","72.38470409996808","70.14365830004681","2.2410417000064626","5489.78099240002","{""class_weight"":""balanced"",""max_depth"":16,""max_features"":""sqrt"",""min_samples_leaf"":4,""min_samples_split"":8,""n_estimators"":196}"
