algorithm,seed,budget_b,evaluations_used,val_best_score,val_recall,val_fpr,test_score,test_accuracy,test_precision,test_recall,test_f1,test_fpr,test_selected_features,optimization_wall_time_sec,test_runtime_sec,test_fit_time_sec,test_predict_time_sec,total_run_wall_time_sec,best_params_json
baseline_rf_default,0,0,0,,,,-3.555386565423626,0.871823835203809,0.8188452300188855,0.9851539751169152,0.8943336904606943,0.267027027027027,42,0.0,34.64937389999977,33.301696000002266,1.3476699000020744,34.64937389999977,"{""class_weight"": null, ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 100}"
vns,0,120,120,0.9027768633952387,0.9503959110142863,0.04901785714285714,-1.3864351097766787,0.9127556721566341,0.8783346886962731,0.9768596135180446,0.924980939748718,0.16578378378378378,10,4814.763688200001,53.836068700002215,51.6997721000007,2.1362900999956764,4868.599756900003,"{""class_weight"": ""balanced"", ""max_depth"": 18, ""max_features"": ""sqrt"", ""min_samples_leaf"": 3, ""min_samples_split"": 4, ""n_estimators"": 266}"
