"algorithm","val_best_score_mean","val_best_score_std","val_recall_mean","val_recall_std","val_fpr_mean","val_fpr_std","test_score_mean","test_score_std","test_accuracy_mean","test_accuracy_std","test_precision_mean","test_precision_std","test_recall_mean","test_recall_std","test_f1_mean","test_f1_std","test_fpr_mean","test_fpr_std","test_selected_features_mean","test_selected_features_std","optimization_wall_time_sec_mean","optimization_wall_time_sec_std","test_runtime_sec_mean","test_runtime_sec_std","test_fit_time_sec_mean","test_fit_time_sec_std","test_predict_time_sec_mean","test_predict_time_sec_std","total_run_wall_time_sec_mean","total_run_wall_time_sec_std"
"baseline_rf_default","NaN","NaN","NaN","NaN","NaN","NaN","-3.55538656542363","NaN","0.871823835203809","NaN","0.818845230018886","NaN","0.985153975116915","NaN","0.894333690460694","NaN","0.267027027027027","NaN","42","NaN","0","NaN","55.5484745999565","NaN","53.2945393000264","NaN","2.2539275001036","NaN","55.5484745999565","NaN"
"ga","0.870323332315875","NaN","0.951275713268256","NaN","0.0473214285714286","NaN","0.969381452395659","NaN","0.907982315503085","NaN","0.87656586611346","NaN","0.969381452395659","NaN","0.920640241347524","NaN","0.167243243243243","NaN","17","NaN","5417.39628830005","NaN","72.3847040999681","NaN","70.1436583000468","NaN","2.24104170000646","NaN","5489.78099240002","NaN"
