algorithm,seed,budget_b,evaluations_used,val_best_score,val_recall,val_fpr,test_score,test_accuracy,test_precision,test_recall,test_f1,test_fpr,test_selected_features,optimization_wall_time_sec,test_runtime_sec,test_fit_time_sec,test_predict_time_sec,total_run_wall_time_sec,best_params_json
baseline_rf_default,0,0,0,,,,-3.555386565423626,0.871823835203809,0.8188452300188855,0.9851539751169152,0.8943336904606943,0.267027027027027,42,0.0,40.48195889999988,38.82813779999924,1.6538082999995822,40.48195889999988,"{""class_weight"": null, ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 100}"
sa,0,120,120,0.8746804482402957,0.9556328291926767,0.048482142857142856,-1.557892553278594,0.9077879803721518,0.8736189759632519,0.9733300979440572,0.9207829879588473,0.17251351351351352,17,5695.268615500001,55.97352350000074,53.57150410000031,2.402013099999749,5751.242139000002,"{""class_weight"": ""balanced"", ""max_depth"": 20, ""max_features"": ""log2"", ""min_samples_leaf"": 2, ""min_samples_split"": 15, ""n_estimators"": 241}"
