evaluation,score,best_score,recall,fpr,selected_features,best_recall,best_fpr,best_selected_features,cache_hit,algorithm,seed
1,0.4366896492561582,0.4366896492561582,0.94859441116092,0.07178571428571429,16,0.94859441116092,0.07178571428571429,16,0,vns,0
2,0.46884991291753214,0.46884991291753214,0.9474213414889606,0.07035714285714285,15,0.9474213414889606,0.07035714285714285,15,0,vns,0
3,0.39405068638540935,0.46884991291753214,0.9482173530520759,0.074375,14,0.9474213414889606,0.07035714285714285,15,0,vns,0
4,0.6673993613952347,0.6673993613952347,0.9477565042523776,0.060446428571428575,15,0.9477565042523776,0.060446428571428575,15,0,vns,0
5,0.6842178238759578,0.6842178238759578,0.9461225857807197,0.05928571428571429,16,0.9461225857807197,0.05928571428571429,16,0,vns,0
6,0.7088968257293281,0.7088968257293281,0.9505634923959948,0.05803571428571429,17,0.9505634923959948,0.05803571428571429,17,0,vns,0
7,0.6365955343551808,0.7088968257293281,0.9520717248313713,0.061964285714285715,16,0.9505634923959948,0.05803571428571429,17,0,vns,0
8,0.711371893011258,0.711371893011258,0.9470861787255436,0.05821428571428571,15,0.9470861787255436,0.05821428571428571,15,0,vns,0
9,0.7138034439968959,0.7138034439968959,0.946541539234991,0.05830357142857143,14,0.946541539234991,0.05830357142857143,14,0,vns,0
10,0.8797214558034031,0.8797214558034031,0.9511500272319745,0.04642857142857143,15,0.9511500272319745,0.04642857142857143,15,0,vns,0
11,0.8836035583113383,0.8836035583113383,0.950270224978005,0.048660714285714286,14,0.950270224978005,0.048660714285714286,14,0,vns,0
12,0.8789254442402878,0.8836035583113383,0.9503540156688592,0.045267857142857144,15,0.950270224978005,0.048660714285714286,14,0,vns,0
13,0.8804195120588769,0.8836035583113383,0.9470861787255436,0.04883928571428572,14,0.950270224978005,0.048660714285714286,14,0,vns,0
14,0.8744845376250128,0.8836035583113383,0.9459131090535842,0.048482142857142856,15,0.950270224978005,0.048660714285714286,14,0,vns,0
