algorithm,val_best_score_mean,val_best_score_std,val_recall_mean,val_recall_std,val_fpr_mean,val_fpr_std,test_score_mean,test_score_std,test_accuracy_mean,test_accuracy_std,test_precision_mean,test_precision_std,test_recall_mean,test_recall_std,test_f1_mean,test_f1_std,test_fpr_mean,test_fpr_std,test_selected_features_mean,test_selected_features_std,optimization_wall_time_sec_mean,optimization_wall_time_sec_std,test_runtime_sec_mean,test_runtime_sec_std,test_fit_time_sec_mean,test_fit_time_sec_std,test_predict_time_sec_mean,test_predict_time_sec_std,total_run_wall_time_sec_mean,total_run_wall_time_sec_std
baseline_rf_default,,,,,,,-3.555386565423626,,0.871823835203809,,0.8188452300188855,,0.9851539751169152,,0.8943336904606943,,0.267027027027027,,42.0,,0.0,,21.473463299917057,,20.689254499971867,,0.7842041999101639,,21.473463299917057,
tabu,0.862391545918296,,0.9528677363944865,,0.05,,-1.4390443757089835,,0.913666618082884,,0.8781858477125217,,0.9789993823347746,,0.9258563858638962,,0.16637837837837838,,19.0,,3919.9955594001804,,41.71252020006068,,40.13758140010759,,1.574936600169167,,3961.708079600241,
