algorithm,val_best_score_mean,val_best_score_std,val_recall_mean,val_recall_std,val_fpr_mean,val_fpr_std,test_score_mean,test_score_std,test_accuracy_mean,test_accuracy_std,test_precision_mean,test_precision_std,test_recall_mean,test_recall_std,test_f1_mean,test_f1_std,test_fpr_mean,test_fpr_std,test_selected_features_mean,test_selected_features_std,optimization_wall_time_sec_mean,optimization_wall_time_sec_std,test_runtime_sec_mean,test_runtime_sec_std,test_fit_time_sec_mean,test_fit_time_sec_std,test_predict_time_sec_mean,test_predict_time_sec_std,total_run_wall_time_sec_mean,total_run_wall_time_sec_std
baseline_rf_default,,,,,,,-3.555386565423626,,0.871823835203809,,0.8188452300188855,,0.9851539751169152,,0.8943336904606943,,0.267027027027027,,42.0,,0.0,,40.48195889999988,,38.82813779999924,,1.6538082999995822,,40.48195889999988,
sa,0.8746804482402957,,0.9556328291926767,,0.048482142857142856,,-1.557892553278594,,0.9077879803721518,,0.8736189759632519,,0.9733300979440572,,0.9207829879588473,,0.17251351351351352,,17.0,,5695.268615500001,,55.97352350000074,,53.57150410000031,,2.402013099999749,,5751.242139000002,
